language,sentence,n,edgelist,root
Portuguese,139,27,"[(3, 9), (3, 1), (21, 19), (1, 21), (21, 15), (17, 8), (15, 17), (17, 20), (11, 18), (11, 16), (20, 11), (1, 12), (14, 27), (12, 14), (14, 5), (5, 4), (26, 13), (12, 26), (25, 22), (25, 10), (26, 25), (25, 2), (23, 24), (2, 23), (25, 6), (6, 7)]",3
Portuguese,142,31,"[(8, 20), (8, 14), (6, 18), (8, 6), (16, 15), (6, 16), (16, 13), (22, 9), (13, 22), (16, 3), (17, 4), (3, 17), (17, 2), (2, 31), (26, 30), (31, 26), (1, 25), (7, 19), (1, 7), (7, 10), (7, 12), (27, 23), (12, 27), (8, 1), (1, 28), (28, 24), (5, 11), (24, 5), (21, 29), (5, 21)]",8
Portuguese,144,27,"[(26, 2), (26, 13), (1, 7), (26, 1), (1, 9), (1, 17), (17, 14), (5, 21), (14, 19), (14, 5), (5, 24), (4, 23), (24, 4), (4, 16), (22, 11), (16, 22), (22, 27), (3, 6), (4, 3), (3, 25), (3, 18), (10, 15), (10, 12), (10, 8), (5, 10), (10, 20)]",26
Portuguese,145,20,"[(11, 20), (11, 17), (17, 10), (10, 3), (3, 15), (1, 13), (7, 1), (1, 12), (12, 19), (19, 14), (2, 9), (14, 2), (7, 4), (17, 7), (7, 8), (7, 6), (11, 16), (5, 18), (11, 5)]",11
Portuguese,146,24,"[(8, 7), (7, 16), (16, 4), (4, 10), (8, 1), (18, 22), (8, 18), (8, 14), (17, 12), (14, 17), (17, 24), (24, 9), (9, 15), (17, 20), (20, 2), (2, 5), (14, 21), (3, 6), (21, 3), (14, 23), (19, 11), (23, 19), (19, 13)]",8
Portuguese,147,22,"[(22, 8), (10, 5), (8, 10), (10, 9), (14, 11), (9, 14), (14, 17), (14, 15), (15, 3), (16, 4), (8, 16), (20, 19), (22, 20), (21, 12), (20, 21), (12, 7), (1, 13), (7, 2), (1, 18), (2, 1), (22, 6)]",22
Portuguese,148,11,"[(4, 8), (4, 2), (4, 7), (9, 5), (7, 9), (9, 1), (11, 6), (1, 11), (11, 10), (10, 3)]",4
Portuguese,152,26,"[(8, 16), (4, 1), (8, 4), (5, 6), (6, 21), (5, 22), (4, 5), (15, 25), (15, 2), (5, 15), (8, 18), (20, 23), (18, 20), (20, 9), (20, 19), (19, 26), (26, 3), (26, 14), (14, 17), (10, 11), (8, 10), (10, 13), (10, 7), (12, 24), (7, 12)]",8
Portuguese,157,17,"[(4, 11), (4, 14), (13, 15), (4, 13), (17, 9), (13, 17), (4, 10), (10, 8), (3, 16), (10, 3), (1, 6), (1, 2), (3, 1), (1, 12), (7, 5), (12, 7)]",4
Portuguese,159,15,"[(10, 6), (6, 13), (13, 1), (6, 12), (12, 9), (10, 15), (8, 3), (8, 4), (10, 8), (10, 14), (14, 5), (2, 7), (2, 11), (5, 2)]",10
Portuguese,161,13,"[(5, 13), (2, 5), (5, 3), (9, 6), (3, 9), (12, 7), (12, 8), (12, 4), (2, 12), (10, 11), (12, 10), (10, 1)]",2
Portuguese,162,34,"[(33, 25), (33, 8), (8, 10), (10, 9), (13, 12), (13, 20), (9, 13), (17, 34), (33, 17), (17, 30), (14, 16), (30, 14), (14, 21), (29, 15), (21, 29), (14, 3), (32, 7), (17, 32), (32, 28), (28, 19), (22, 31), (19, 22), (22, 2), (1, 27), (1, 4), (32, 1), (1, 24), (24, 26), (26, 23), (23, 5), (23, 18), (6, 11), (18, 6)]",33
Portuguese,163,27,"[(10, 12), (3, 10), (10, 21), (3, 27), (22, 9), (27, 22), (22, 18), (2, 11), (18, 2), (2, 25), (25, 8), (8, 1), (15, 20), (1, 15), (24, 19), (14, 17), (24, 14), (14, 16), (26, 23), (16, 26), (22, 24), (7, 6), (24, 7), (7, 5), (4, 13), (5, 4)]",3
Portuguese,164,13,"[(13, 10), (13, 8), (5, 13), (13, 2), (2, 3), (3, 6), (3, 11), (4, 7), (11, 4), (9, 1), (9, 12), (5, 9)]",5
Portuguese,169,10,"[(10, 1), (1, 7), (5, 4), (7, 5), (10, 2), (2, 8), (8, 3), (9, 6), (3, 9)]",10
Portuguese,170,16,"[(6, 8), (6, 11), (2, 13), (13, 7), (7, 12), (15, 10), (15, 4), (13, 15), (2, 14), (11, 2), (2, 16), (16, 3), (9, 5), (9, 1), (3, 9)]",6
Portuguese,171,5,"[(1, 2), (3, 1), (3, 4), (3, 5)]",3
Portuguese,172,26,"[(1, 26), (6, 1), (1, 16), (1, 22), (22, 25), (1, 19), (19, 7), (7, 23), (23, 24), (24, 12), (6, 13), (13, 20), (13, 10), (10, 18), (15, 11), (18, 15), (6, 8), (8, 2), (17, 21), (2, 17), (17, 3), (3, 4), (17, 9), (5, 14), (9, 5)]",6
Portuguese,173,15,"[(14, 7), (14, 10), (5, 1), (14, 5), (14, 6), (2, 3), (6, 2), (2, 4), (4, 11), (11, 9), (14, 8), (12, 15), (8, 12), (12, 13)]",14
Portuguese,174,8,"[(4, 8), (4, 6), (1, 5), (6, 1), (4, 3), (7, 2), (3, 7)]",4
Portuguese,176,8,"[(2, 8), (2, 4), (1, 7), (4, 1), (1, 6), (3, 5), (6, 3)]",2
Portuguese,177,19,"[(1, 11), (1, 7), (8, 1), (1, 2), (1, 12), (14, 18), (12, 14), (1, 3), (3, 19), (19, 5), (10, 13), (4, 10), (10, 6), (15, 17), (6, 15), (4, 16), (4, 9), (3, 4)]",8
Portuguese,178,9,"[(1, 7), (3, 8), (1, 3), (3, 5), (5, 4), (1, 6), (9, 2), (6, 9)]",1
Portuguese,180,11,"[(7, 3), (8, 5), (7, 8), (8, 10), (11, 6), (6, 2), (7, 11), (9, 4), (11, 9), (9, 1)]",7
Portuguese,181,18,"[(16, 1), (7, 15), (7, 11), (16, 7), (17, 2), (17, 3), (16, 17), (8, 4), (17, 8), (8, 12), (12, 13), (12, 14), (9, 5), (14, 9), (14, 6), (10, 18), (6, 10)]",16
Portuguese,183,21,"[(14, 17), (17, 20), (7, 2), (17, 7), (7, 1), (4, 10), (1, 4), (1, 9), (12, 15), (9, 12), (1, 11), (18, 3), (11, 18), (7, 8), (8, 5), (13, 6), (5, 13), (13, 16), (16, 19), (19, 21)]",14
Portuguese,184,18,"[(3, 10), (6, 3), (3, 8), (8, 13), (18, 12), (18, 9), (13, 18), (18, 17), (18, 16), (7, 1), (16, 7), (7, 14), (14, 15), (6, 5), (11, 4), (5, 11), (11, 2)]",6
Portuguese,185,19,"[(16, 15), (19, 16), (16, 8), (8, 11), (11, 1), (19, 5), (4, 3), (13, 4), (13, 10), (19, 13), (2, 17), (13, 2), (10, 18), (12, 14), (18, 7), (18, 6), (12, 9), (7, 12)]",19
Portuguese,186,26,"[(10, 24), (2, 10), (10, 20), (16, 7), (2, 16), (16, 22), (11, 6), (22, 11), (11, 23), (23, 1), (9, 8), (9, 17), (2, 9), (9, 21), (21, 18), (15, 19), (18, 15), (15, 14), (15, 4), (4, 13), (25, 26), (13, 25), (21, 3), (5, 12), (3, 5)]",2
Portuguese,187,7,"[(5, 1), (5, 4), (4, 3), (3, 2), (6, 7), (4, 6)]",5
Portuguese,188,6,"[(6, 2), (6, 4), (6, 5), (1, 3), (5, 1)]",6
Portuguese,190,17,"[(9, 1), (9, 8), (9, 13), (11, 16), (15, 11), (11, 6), (12, 4), (6, 12), (12, 17), (13, 15), (15, 14), (14, 3), (3, 5), (10, 2), (5, 10), (10, 7)]",9
Portuguese,191,25,"[(12, 8), (13, 12), (15, 13), (22, 25), (15, 22), (22, 5), (20, 18), (5, 20), (20, 6), (3, 7), (6, 3), (2, 9), (20, 2), (2, 11), (22, 24), (1, 19), (24, 1), (16, 4), (1, 16), (16, 14), (14, 23), (23, 17), (10, 21), (17, 10)]",15
Portuguese,192,26,"[(25, 19), (15, 25), (23, 22), (15, 23), (15, 16), (11, 26), (11, 3), (16, 11), (15, 7), (5, 1), (5, 8), (7, 5), (5, 18), (10, 2), (18, 10), (10, 21), (14, 13), (21, 14), (9, 6), (10, 9), (12, 4), (12, 20), (9, 12), (9, 24), (24, 17)]",15
Portuguese,194,8,"[(4, 5), (6, 3), (5, 6), (5, 7), (2, 8), (2, 1), (7, 2)]",4
Portuguese,195,17,"[(11, 7), (11, 16), (16, 9), (16, 5), (5, 4), (3, 13), (3, 10), (11, 3), (3, 6), (6, 17), (3, 1), (1, 2), (2, 15), (15, 12), (15, 8), (8, 14)]",11
Portuguese,198,22,"[(20, 12), (20, 3), (5, 20), (5, 1), (15, 13), (1, 15), (10, 8), (15, 10), (15, 7), (18, 21), (7, 18), (18, 9), (17, 4), (16, 17), (14, 22), (17, 14), (14, 11), (11, 19), (18, 16), (16, 6), (6, 2)]",5
Portuguese,199,10,"[(6, 8), (7, 3), (8, 7), (6, 4), (4, 1), (4, 2), (9, 5), (2, 9), (6, 10)]",6
Portuguese,202,14,"[(8, 10), (10, 12), (8, 4), (4, 11), (8, 7), (8, 3), (3, 13), (13, 1), (6, 14), (1, 6), (1, 9), (9, 5), (9, 2)]",8
Portuguese,203,30,"[(22, 25), (6, 22), (22, 30), (15, 10), (30, 15), (6, 8), (6, 29), (6, 24), (24, 9), (9, 11), (11, 19), (19, 5), (2, 16), (9, 2), (2, 23), (23, 21), (21, 28), (28, 4), (4, 12), (4, 26), (26, 3), (28, 18), (14, 17), (18, 14), (14, 1), (20, 7), (7, 13), (13, 27), (1, 20)]",6
Portuguese,206,15,"[(4, 5), (9, 4), (4, 11), (11, 1), (8, 6), (8, 12), (9, 8), (8, 14), (14, 15), (15, 3), (9, 2), (7, 13), (2, 7), (7, 10)]",9
Portuguese,208,14,"[(5, 1), (3, 14), (1, 3), (13, 11), (1, 13), (13, 9), (6, 4), (1, 6), (6, 10), (6, 12), (6, 2), (7, 8), (2, 7)]",5
Portuguese,209,4,"[(4, 3), (4, 1), (4, 2)]",4
Portuguese,210,11,"[(4, 5), (4, 8), (8, 1), (3, 7), (7, 6), (1, 3), (3, 2), (11, 10), (2, 11), (11, 9)]",4
Portuguese,211,13,"[(2, 7), (7, 5), (7, 9), (9, 8), (5, 10), (6, 4), (6, 1), (10, 6), (6, 13), (13, 3), (12, 11), (3, 12)]",2
Portuguese,212,24,"[(15, 9), (15, 8), (5, 21), (8, 5), (15, 3), (3, 20), (20, 16), (16, 7), (7, 23), (2, 12), (7, 2), (2, 13), (24, 1), (13, 24), (24, 14), (14, 6), (6, 17), (24, 4), (11, 19), (4, 11), (11, 22), (22, 10), (10, 18)]",15
Portuguese,213,7,"[(5, 3), (1, 4), (5, 1), (1, 2), (5, 6), (6, 7)]",5
Portuguese,214,16,"[(13, 12), (2, 5), (13, 2), (2, 3), (13, 1), (8, 4), (1, 8), (8, 7), (7, 15), (13, 9), (9, 10), (14, 6), (10, 14), (13, 11), (11, 16)]",13
Portuguese,216,16,"[(2, 15), (7, 6), (2, 7), (7, 9), (1, 16), (9, 1), (4, 8), (2, 4), (12, 5), (12, 13), (3, 14), (13, 3), (3, 11), (11, 10), (4, 12)]",2
Portuguese,217,17,"[(16, 10), (16, 9), (1, 16), (1, 6), (2, 11), (1, 2), (2, 3), (2, 12), (8, 17), (12, 8), (8, 7), (7, 14), (12, 13), (13, 4), (4, 5), (5, 15)]",1
Portuguese,220,23,"[(12, 22), (4, 10), (22, 4), (4, 16), (23, 5), (16, 23), (12, 6), (1, 8), (1, 20), (21, 11), (20, 21), (12, 1), (1, 14), (3, 17), (1, 3), (3, 19), (18, 15), (19, 18), (1, 7), (7, 13), (2, 9), (13, 2)]",12
Portuguese,221,25,"[(4, 17), (4, 24), (2, 4), (4, 14), (14, 16), (16, 12), (1, 7), (12, 1), (4, 19), (19, 22), (6, 10), (2, 6), (6, 23), (6, 18), (5, 11), (8, 5), (20, 25), (20, 13), (5, 20), (18, 8), (8, 15), (15, 3), (3, 9), (9, 21)]",2
Portuguese,222,29,"[(18, 12), (7, 18), (18, 16), (1, 28), (16, 1), (7, 24), (7, 4), (7, 10), (10, 3), (3, 6), (25, 11), (6, 25), (25, 23), (25, 8), (2, 21), (8, 2), (2, 27), (26, 22), (27, 26), (2, 19), (19, 5), (2, 9), (14, 17), (9, 14), (14, 15), (15, 29), (14, 13), (13, 20)]",7
Portuguese,225,22,"[(16, 7), (15, 16), (20, 13), (15, 20), (20, 2), (20, 12), (12, 22), (15, 11), (21, 6), (11, 21), (15, 1), (3, 18), (18, 19), (3, 17), (1, 3), (3, 4), (3, 10), (14, 8), (10, 14), (9, 5), (14, 9)]",15
Portuguese,227,18,"[(5, 8), (4, 5), (5, 18), (16, 9), (18, 16), (16, 15), (4, 12), (12, 2), (11, 17), (2, 11), (11, 3), (4, 13), (1, 6), (13, 1), (1, 14), (7, 10), (14, 7)]",4
Portuguese,229,8,"[(6, 3), (2, 6), (1, 8), (2, 1), (1, 5), (4, 7), (5, 4)]",2
Portuguese,232,26,"[(20, 21), (20, 23), (20, 22), (20, 4), (25, 13), (25, 5), (4, 25), (19, 1), (19, 2), (2, 15), (15, 7), (19, 17), (20, 19), (19, 18), (18, 10), (6, 12), (6, 24), (18, 6), (14, 16), (14, 9), (19, 14), (14, 8), (26, 3), (8, 26), (26, 11)]",20
Portuguese,234,9,"[(4, 7), (7, 6), (4, 1), (4, 8), (8, 2), (2, 5), (3, 9), (5, 3)]",4
Portuguese,235,23,"[(8, 6), (15, 8), (3, 13), (3, 16), (16, 11), (3, 22), (8, 3), (3, 1), (15, 2), (7, 5), (2, 7), (7, 12), (12, 18), (18, 9), (21, 19), (9, 21), (21, 23), (23, 17), (17, 14), (10, 20), (14, 10), (10, 4)]",15
Portuguese,238,27,"[(7, 18), (18, 23), (23, 16), (16, 13), (26, 6), (26, 21), (13, 26), (26, 15), (4, 19), (15, 4), (26, 2), (20, 12), (2, 20), (1, 17), (1, 22), (7, 1), (7, 27), (14, 24), (7, 14), (3, 25), (3, 9), (3, 8), (14, 3), (3, 10), (5, 11), (10, 5)]",7
Portuguese,239,12,"[(5, 8), (5, 3), (5, 6), (11, 5), (11, 10), (7, 2), (11, 7), (7, 4), (9, 12), (4, 9), (9, 1)]",11
Portuguese,241,7,"[(2, 3), (1, 2), (2, 4), (2, 5), (7, 6), (5, 7)]",1
Portuguese,244,22,"[(16, 19), (22, 16), (16, 8), (8, 18), (22, 5), (22, 7), (7, 6), (14, 10), (6, 14), (7, 12), (17, 4), (12, 17), (17, 20), (20, 13), (13, 3), (17, 2), (15, 11), (2, 15), (15, 21), (17, 9), (9, 1)]",22
Portuguese,245,18,"[(12, 15), (18, 12), (18, 17), (18, 2), (2, 9), (9, 10), (10, 6), (6, 16), (2, 1), (1, 14), (14, 13), (5, 7), (13, 5), (5, 3), (5, 11), (4, 8), (11, 4)]",18
Portuguese,246,19,"[(7, 15), (8, 7), (7, 12), (12, 14), (14, 4), (13, 2), (7, 13), (13, 5), (5, 3), (3, 16), (16, 17), (8, 1), (6, 19), (9, 6), (9, 10), (1, 9), (9, 11), (11, 18)]",8
Portuguese,247,19,"[(13, 19), (13, 12), (16, 4), (16, 15), (17, 16), (12, 17), (17, 18), (18, 1), (1, 3), (2, 5), (3, 2), (2, 7), (2, 11), (3, 14), (10, 8), (14, 10), (13, 6), (6, 9)]",13
Portuguese,249,22,"[(8, 1), (8, 2), (15, 17), (2, 15), (15, 14), (14, 10), (15, 4), (18, 20), (4, 18), (13, 9), (19, 13), (13, 5), (8, 19), (19, 3), (11, 21), (11, 6), (19, 11), (22, 12), (7, 16), (22, 7), (11, 22)]",8
Portuguese,250,10,"[(4, 10), (2, 4), (4, 9), (9, 5), (2, 7), (6, 3), (6, 8), (7, 6), (7, 1)]",2
Portuguese,252,10,"[(2, 10), (2, 1), (2, 7), (7, 5), (8, 6), (5, 8), (5, 4), (4, 3), (3, 9)]",2
Portuguese,253,17,"[(6, 9), (6, 5), (5, 17), (15, 4), (6, 15), (15, 1), (1, 14), (11, 16), (15, 11), (11, 2), (2, 13), (11, 10), (10, 8), (8, 7), (11, 12), (12, 3)]",6
Portuguese,254,19,"[(3, 14), (3, 5), (3, 1), (3, 12), (3, 19), (19, 4), (17, 15), (17, 13), (3, 17), (17, 7), (7, 9), (2, 18), (9, 2), (2, 16), (16, 11), (17, 8), (10, 6), (8, 10)]",3
Portuguese,255,10,"[(2, 8), (2, 6), (2, 4), (5, 9), (7, 5), (5, 1), (4, 7), (3, 10), (7, 3)]",2
Portuguese,256,15,"[(13, 4), (6, 13), (13, 7), (6, 11), (6, 2), (5, 14), (9, 5), (5, 10), (10, 15), (12, 8), (15, 12), (12, 1), (2, 9), (9, 3)]",6
Portuguese,261,18,"[(6, 2), (6, 1), (1, 10), (10, 14), (1, 5), (5, 16), (16, 7), (7, 9), (15, 3), (16, 15), (15, 4), (4, 8), (12, 17), (8, 13), (8, 18), (18, 11), (11, 12)]",6
Portuguese,262,26,"[(20, 19), (23, 20), (23, 4), (4, 10), (4, 5), (5, 22), (22, 18), (17, 15), (23, 17), (26, 8), (17, 26), (26, 6), (14, 2), (6, 14), (1, 9), (1, 3), (3, 25), (25, 7), (3, 16), (23, 1), (1, 12), (12, 24), (11, 21), (13, 11), (24, 13)]",23
Portuguese,263,25,"[(19, 25), (7, 19), (19, 13), (13, 3), (16, 4), (19, 16), (7, 10), (7, 22), (22, 20), (20, 6), (14, 18), (9, 14), (22, 9), (9, 2), (17, 11), (12, 1), (17, 12), (12, 24), (24, 8), (8, 5), (23, 15), (5, 23), (17, 21), (2, 17)]",7
Portuguese,273,22,"[(5, 21), (5, 13), (16, 12), (16, 17), (16, 14), (13, 16), (16, 2), (4, 8), (2, 4), (11, 6), (19, 18), (11, 19), (19, 9), (7, 20), (9, 7), (4, 11), (11, 1), (10, 22), (1, 10), (10, 3), (10, 15)]",5
Portuguese,274,22,"[(9, 8), (4, 9), (4, 18), (18, 5), (5, 22), (17, 2), (22, 17), (17, 10), (14, 6), (10, 14), (4, 19), (13, 12), (19, 13), (20, 7), (13, 20), (20, 15), (1, 21), (15, 1), (19, 11), (11, 3), (3, 16)]",4
Portuguese,275,9,"[(7, 5), (3, 7), (3, 2), (1, 9), (2, 1), (1, 6), (4, 8), (6, 4)]",3
Portuguese,278,23,"[(22, 17), (17, 23), (3, 4), (12, 3), (23, 12), (12, 5), (12, 8), (19, 21), (8, 19), (22, 6), (22, 7), (14, 11), (7, 14), (22, 9), (9, 16), (10, 1), (16, 10), (16, 13), (15, 2), (15, 18), (15, 20), (13, 15)]",22
Portuguese,281,18,"[(6, 4), (11, 6), (6, 8), (12, 13), (11, 12), (12, 15), (3, 7), (11, 3), (3, 2), (3, 9), (9, 10), (9, 18), (18, 17), (17, 5), (17, 16), (16, 1), (1, 14)]",11
Portuguese,284,13,"[(1, 4), (1, 7), (11, 1), (11, 2), (2, 12), (12, 3), (3, 5), (5, 9), (13, 6), (13, 10), (8, 13), (11, 8)]",11
Portuguese,285,12,"[(7, 3), (2, 7), (7, 10), (10, 4), (1, 12), (4, 1), (8, 9), (1, 8), (2, 11), (2, 5), (5, 6)]",2
Portuguese,288,15,"[(11, 4), (6, 1), (6, 5), (4, 6), (6, 7), (9, 14), (7, 9), (11, 12), (12, 15), (13, 2), (15, 13), (11, 10), (3, 8), (11, 3)]",11
Portuguese,289,13,"[(7, 2), (1, 7), (1, 13), (4, 9), (1, 4), (1, 12), (8, 11), (12, 8), (8, 6), (5, 3), (6, 5), (5, 10)]",1
Portuguese,290,23,"[(22, 14), (8, 10), (14, 8), (8, 5), (5, 20), (8, 9), (17, 16), (9, 17), (13, 23), (22, 13), (4, 15), (22, 4), (4, 1), (4, 11), (11, 6), (11, 21), (21, 2), (2, 18), (3, 19), (2, 3), (3, 7), (3, 12)]",22
Portuguese,291,26,"[(20, 25), (24, 18), (25, 24), (20, 1), (19, 16), (1, 19), (19, 15), (15, 5), (19, 4), (8, 3), (4, 8), (12, 2), (19, 12), (12, 23), (23, 26), (21, 14), (26, 21), (23, 17), (6, 11), (17, 6), (6, 10), (10, 9), (9, 22), (13, 7), (22, 13)]",20
Portuguese,293,10,"[(3, 8), (2, 3), (2, 4), (2, 10), (9, 7), (2, 9), (9, 5), (1, 6), (5, 1)]",2
Portuguese,295,16,"[(12, 15), (11, 12), (12, 10), (14, 13), (10, 14), (11, 8), (6, 4), (11, 6), (6, 16), (9, 5), (6, 9), (9, 1), (3, 2), (9, 3), (9, 7)]",11
Portuguese,301,14,"[(11, 1), (11, 14), (14, 2), (2, 6), (6, 10), (10, 7), (7, 3), (11, 13), (12, 8), (13, 12), (12, 5), (5, 4), (4, 9)]",11
Portuguese,303,26,"[(13, 26), (13, 16), (7, 18), (13, 7), (8, 14), (7, 8), (8, 1), (11, 21), (1, 11), (11, 17), (10, 20), (15, 10), (25, 23), (25, 4), (10, 25), (25, 12), (19, 3), (12, 19), (25, 9), (9, 24), (13, 15), (15, 2), (15, 5), (22, 6), (5, 22)]",13
Portuguese,306,28,"[(14, 11), (25, 14), (14, 22), (25, 2), (9, 28), (2, 9), (13, 16), (9, 13), (25, 20), (20, 12), (25, 17), (3, 26), (17, 3), (3, 21), (21, 24), (24, 15), (25, 8), (8, 19), (18, 6), (19, 18), (7, 23), (19, 7), (10, 1), (7, 10), (10, 27), (10, 4), (4, 5)]",25
Portuguese,309,21,"[(5, 15), (15, 6), (6, 14), (18, 20), (18, 11), (5, 18), (18, 12), (5, 1), (5, 17), (17, 7), (7, 16), (16, 3), (21, 10), (21, 19), (3, 21), (13, 9), (3, 13), (4, 8), (2, 4), (13, 2)]",5
Portuguese,310,19,"[(1, 16), (16, 8), (3, 13), (1, 3), (1, 5), (1, 15), (11, 17), (1, 11), (11, 10), (10, 9), (18, 4), (9, 18), (11, 19), (19, 12), (12, 6), (14, 7), (14, 2), (6, 14)]",1
Portuguese,311,12,"[(3, 11), (3, 4), (3, 8), (9, 10), (8, 9), (8, 7), (1, 5), (2, 12), (7, 1), (1, 2), (1, 6)]",3
Portuguese,313,14,"[(12, 14), (11, 12), (4, 9), (6, 13), (9, 6), (6, 1), (8, 7), (1, 8), (11, 3), (4, 5), (4, 10), (11, 4), (4, 2)]",11
Portuguese,314,12,"[(11, 8), (6, 4), (11, 6), (6, 9), (9, 12), (12, 10), (6, 7), (3, 1), (7, 3), (2, 5), (3, 2)]",11
Portuguese,315,21,"[(11, 15), (11, 16), (11, 13), (13, 3), (12, 2), (3, 12), (1, 9), (1, 8), (1, 6), (11, 1), (1, 21), (1, 10), (19, 17), (20, 19), (19, 14), (20, 7), (10, 20), (20, 5), (4, 18), (5, 4)]",11
Portuguese,322,27,"[(9, 13), (9, 5), (9, 16), (16, 27), (11, 26), (11, 3), (27, 11), (11, 23), (11, 10), (4, 22), (4, 21), (4, 8), (10, 4), (15, 7), (11, 15), (15, 14), (19, 12), (14, 19), (19, 2), (17, 6), (2, 17), (20, 18), (20, 1), (19, 20), (20, 25), (25, 24)]",9
Portuguese,323,14,"[(12, 11), (6, 12), (12, 14), (6, 7), (6, 4), (6, 3), (3, 9), (9, 1), (1, 13), (8, 5), (8, 10), (13, 8), (8, 2)]",6
Portuguese,328,18,"[(12, 10), (12, 15), (12, 14), (14, 8), (7, 17), (8, 7), (7, 6), (6, 11), (11, 18), (11, 13), (8, 1), (1, 9), (5, 2), (9, 5), (9, 4), (3, 16), (4, 3)]",12
Portuguese,329,26,"[(4, 7), (26, 4), (4, 3), (4, 22), (10, 5), (22, 10), (4, 15), (15, 20), (20, 18), (26, 13), (12, 16), (12, 24), (13, 12), (2, 17), (14, 1), (17, 14), (2, 11), (12, 2), (21, 8), (2, 21), (21, 9), (25, 19), (9, 25), (21, 23), (23, 6)]",26
Portuguese,330,31,"[(19, 15), (16, 20), (15, 16), (16, 2), (10, 5), (2, 10), (10, 23), (10, 7), (25, 31), (7, 25), (25, 12), (19, 17), (19, 30), (30, 24), (18, 6), (19, 18), (19, 8), (1, 21), (8, 1), (3, 27), (3, 14), (1, 3), (3, 26), (13, 28), (13, 22), (26, 13), (13, 9), (29, 11), (9, 29), (29, 4)]",19
Portuguese,332,20,"[(1, 9), (1, 3), (3, 7), (18, 12), (7, 18), (14, 20), (18, 14), (14, 10), (1, 19), (11, 2), (19, 11), (8, 5), (8, 6), (6, 4), (6, 15), (11, 8), (8, 17), (17, 13), (13, 16)]",1
Portuguese,334,16,"[(9, 14), (9, 1), (9, 13), (13, 11), (11, 16), (4, 2), (16, 4), (13, 6), (13, 8), (7, 10), (7, 12), (15, 7), (13, 15), (15, 5), (5, 3)]",9
Portuguese,336,18,"[(14, 18), (1, 14), (1, 2), (2, 16), (3, 8), (3, 13), (3, 17), (16, 3), (11, 12), (1, 11), (11, 9), (11, 7), (7, 6), (7, 5), (10, 15), (5, 10), (10, 4)]",1
Portuguese,340,10,"[(9, 6), (6, 3), (7, 4), (8, 7), (8, 9), (9, 1), (1, 2), (5, 10), (2, 5)]",8
Portuguese,342,28,"[(9, 24), (8, 9), (8, 4), (20, 2), (4, 20), (12, 14), (12, 3), (8, 12), (12, 13), (13, 18), (12, 27), (15, 7), (27, 15), (15, 22), (22, 23), (8, 11), (11, 17), (17, 28), (28, 16), (16, 5), (25, 6), (5, 25), (25, 21), (1, 19), (1, 10), (21, 1), (1, 26)]",8
Portuguese,343,23,"[(16, 8), (22, 19), (16, 22), (22, 6), (6, 15), (15, 20), (20, 2), (2, 1), (1, 7), (3, 18), (7, 3), (15, 11), (10, 13), (11, 10), (4, 5), (15, 4), (21, 14), (21, 9), (4, 21), (21, 12), (23, 17), (12, 23)]",16
Portuguese,346,26,"[(2, 14), (1, 16), (14, 1), (1, 8), (8, 24), (13, 3), (13, 23), (13, 18), (24, 13), (1, 10), (15, 25), (10, 15), (15, 17), (20, 4), (17, 20), (20, 5), (19, 6), (15, 19), (7, 21), (19, 7), (7, 26), (2, 22), (12, 11), (12, 9), (2, 12)]",2
Portuguese,349,28,"[(14, 3), (26, 14), (21, 10), (21, 20), (20, 6), (6, 16), (14, 21), (7, 5), (21, 7), (7, 1), (1, 19), (28, 27), (26, 28), (26, 13), (13, 25), (25, 4), (9, 8), (9, 11), (4, 9), (9, 22), (22, 17), (25, 23), (18, 2), (23, 18), (18, 12), (15, 24), (12, 15)]",26
Portuguese,350,19,"[(3, 11), (17, 9), (3, 17), (17, 6), (12, 2), (17, 12), (19, 8), (19, 4), (12, 19), (14, 15), (3, 14), (14, 10), (14, 16), (5, 13), (5, 1), (16, 5), (5, 7), (7, 18)]",3
Portuguese,352,20,"[(9, 16), (9, 14), (9, 5), (9, 2), (1, 13), (2, 1), (1, 10), (2, 7), (7, 8), (18, 3), (8, 18), (12, 20), (12, 19), (8, 12), (12, 6), (6, 4), (4, 11), (6, 17), (9, 15)]",9
Portuguese,354,6,"[(3, 5), (3, 2), (4, 1), (4, 6), (3, 4)]",3
Portuguese,357,12,"[(10, 12), (7, 10), (7, 9), (10, 4), (8, 3), (4, 8), (1, 2), (8, 1), (7, 6), (6, 5), (5, 11)]",7
Portuguese,358,23,"[(2, 10), (2, 1), (2, 21), (21, 6), (6, 9), (9, 19), (19, 14), (12, 15), (19, 12), (12, 4), (12, 8), (22, 11), (22, 5), (8, 22), (18, 7), (8, 18), (17, 3), (17, 13), (18, 17), (17, 16), (20, 23), (16, 20)]",2
Portuguese,359,23,"[(14, 21), (11, 2), (21, 11), (22, 7), (11, 22), (22, 18), (18, 1), (19, 13), (8, 9), (14, 8), (13, 14), (14, 12), (17, 4), (12, 17), (17, 3), (23, 20), (23, 5), (3, 23), (23, 10), (23, 15), (6, 16), (15, 6)]",19
Portuguese,364,11,"[(5, 6), (11, 5), (11, 8), (7, 11), (11, 9), (4, 3), (9, 4), (7, 10), (1, 2), (7, 1)]",7
Portuguese,366,9,"[(8, 9), (8, 5), (7, 1), (5, 7), (7, 6), (8, 4), (3, 2), (4, 3)]",8
